id;name;release;memory;gpuclock;memoryclock;price
2491;GeForce GTX 4429;4014;5009;1077;4468;7893
2492;GeForce GTX 4430;4015;3279;1506;2275;2704
2493;GeForce GTX 4431;4016;7924;801;2835;15360
2494;GeForce GTX 4432;4017;5681;2212;667;17117
2495;GeForce GTX 4433;4018;5176;2233;2810;16016
2496;GeForce GTX 4434;4019;2476;1313;3543;16717
2497;GeForce GTX 4435;4020;3092;237;1655;3425
2498;GeForce GTX 4436;4021;1514;965;1568;7901
2499;GeForce GTX 4437;4022;7688;1342;313;1011
2500;GeForce GTX 4438;4023;4146;1565;4494;2379
2501;GeForce GTX 4439;4024;8732;250;2610;9169
2502;GeForce GTX 4440;4025;5892;2533;1571;9895
2503;GeForce GTX 4441;4026;8917;2353;3060;19249
2504;GeForce GTX 4442;4027;7808;836;882;16337
2505;GeForce GTX 4443;4028;4975;2361;4431;6588
2506;GeForce GTX 4444;4029;754;2572;761;1346
2507;GeForce GTX 4445;4030;928;583;3537;4179
2508;GeForce GTX 4446;4031;7650;2774;3607;12313
2509;GeForce GTX 4447;4032;8264;676;1468;12765
2510;GeForce GTX 4448;4033;6471;2437;2002;14540
2511;GeForce GTX 4449;4034;6673;2160;2157;1328
2512;GeForce GTX 4450;4035;1872;2929;4493;6398
2513;GeForce GTX 4451;4036;1215;1120;4305;3413
2514;GeForce GTX 4452;4037;7791;1573;2942;14166
2515;GeForce GTX 4453;4038;9680;1713;3176;8603
2516;GeForce GTX 4454;4039;9205;2951;3237;14075
2517;GeForce GTX 4455;4040;3017;1352;1291;7871
2518;GeForce GTX 4456;4041;8741;1496;2469;10558
2519;GeForce GTX 4457;4042;1462;1408;1344;627
2520;GeForce GTX 4458;4043;7700;135;3324;17358
2521;GeForce GTX 4459;4044;9360;2668;4035;17906
2522;GeForce GTX 4460;4045;676;714;2539;16354
2523;GeForce GTX 4461;4046;7116;2763;1172;1591
2524;GeForce GTX 4462;4047;360;1289;3443;12907
2525;GeForce GTX 4463;4048;1560;1857;1887;1282
2526;GeForce GTX 4464;4049;9903;2883;1527;730
2527;GeForce GTX 4465;4050;6943;775;1282;15898
2528;GeForce GTX 4466;4051;1172;1665;818;10012
2529;GeForce GTX 4467;4052;3773;567;1215;7400
2530;GeForce GTX 4468;4053;5085;2813;569;9418
2531;GeForce GTX 4469;4054;3653;1809;1975;4925
2532;GeForce GTX 4470;4055;1653;304;2272;13660
2533;GeForce GTX 4471;4056;1351;2633;4271;17443
2534;GeForce GTX 4472;4057;2825;1831;1546;5864
2535;GeForce GTX 4473;4058;2790;2702;1778;10310
2536;GeForce GTX 4474;4059;5840;1031;1595;10997
2537;GeForce GTX 4475;4060;3091;469;2037;11200
2538;GeForce GTX 4476;4061;9717;1718;667;14118
2539;GeForce GTX 4477;4062;3332;135;4140;2393
2540;GeForce GTX 4478;4063;6401;571;4217;19944
2541;GeForce GTX 4479;4064;9763;174;1958;1162
2542;GeForce GTX 4480;4065;5487;462;1584;10255
2543;GeForce GTX 4481;4066;9326;2014;427;12031
2544;GeForce GTX 4482;4067;6624;2448;3457;9470
2545;GeForce GTX 4483;4068;4579;1868;1758;11075
2546;GeForce GTX 4484;4069;661;2146;4907;1779
2547;GeForce GTX 4485;4070;1655;577;1087;13424
2548;GeForce GTX 4486;4071;8660;423;1791;8247
2549;GeForce GTX 4487;4072;2174;636;1741;4179
2550;GeForce GTX 4488;4073;5739;2411;4853;17138
2551;GeForce GTX 4489;4074;7236;1189;3322;7804
2552;GeForce GTX 4490;4075;1569;1462;4887;12009
2553;GeForce GTX 4491;4076;8513;475;4296;1957
2554;GeForce GTX 4492;4077;9674;1896;2538;18606
2555;GeForce GTX 4493;4078;687;2500;1793;7169
2556;GeForce GTX 4494;4079;9155;848;4391;16165
2557;GeForce GTX 4495;4080;5526;727;380;6962
2558;GeForce GTX 4496;4081;7506;1342;4191;10567
2559;GeForce GTX 4497;4082;3061;2973;2001;1229
2560;GeForce GTX 4498;4083;381;2818;2007;6742
2561;GeForce GTX 4499;4084;6781;1820;712;12746
2562;GeForce GTX 4500;4085;1330;2830;3676;13206
2563;GeForce GTX 4501;4086;2968;668;392;3513
2564;GeForce GTX 4502;4087;7074;2068;2216;2684
2565;GeForce GTX 4503;4088;6679;866;885;1559
2566;GeForce GTX 4504;4089;2313;2598;3926;19772
2567;GeForce GTX 4505;4090;5111;714;3314;14062
2568;GeForce GTX 4506;4091;9308;2356;3357;12113
2569;GeForce GTX 4507;4092;7052;1350;350;7270
2570;GeForce GTX 4508;4093;640;244;4826;9245
2571;GeForce GTX 4509;4094;9775;1060;3973;15213
2572;GeForce GTX 4510;4095;7652;874;1293;2143
2573;GeForce GTX 4511;4096;3540;2352;3661;18095
2574;GeForce GTX 4512;4097;7324;714;552;13747
2575;GeForce GTX 4513;4098;9736;1016;1806;2593
2576;GeForce GTX 4514;4099;1064;152;4157;11412
2577;GeForce GTX 4515;4100;4801;1703;1807;14808
2578;GeForce GTX 4516;4101;9949;109;3595;10745
2579;GeForce GTX 4517;4102;4823;2458;4229;1597
2580;GeForce GTX 4518;4103;2526;1944;3815;19816
2581;GeForce GTX 4519;4104;2718;195;739;14231
2582;GeForce GTX 4520;4105;8576;1901;4734;8825
2583;GeForce GTX 4521;4106;6180;2427;4536;8168
2584;GeForce GTX 4522;4107;5089;2145;3938;2579
2585;GeForce GTX 4523;4108;2002;1672;3462;1964
2586;GeForce GTX 4524;4109;2419;841;648;16263
2587;GeForce GTX 4525;4110;2301;1672;903;11009
2588;GeForce GTX 4526;4111;7895;1270;4701;10077
2589;GeForce GTX 4527;4112;4987;1755;2291;12897
2590;GeForce GTX 4528;4113;7594;1077;3689;4908
2591;GeForce GTX 4529;4114;4732;1255;3907;14210
2592;GeForce GTX 4530;4115;8949;2214;1886;18383
2593;GeForce GTX 4531;4116;9798;1690;728;7492
2594;GeForce GTX 4532;4117;3724;1889;4626;18130
2595;GeForce GTX 4533;4118;6573;2317;725;8665
2596;GeForce GTX 4534;4119;7679;2937;4430;11611
2597;GeForce GTX 4535;4120;2380;2793;4151;9130
2598;GeForce GTX 4536;4121;9129;574;2030;7292
2599;GeForce GTX 4537;4122;5718;306;2721;932
2600;GeForce GTX 4538;4123;6213;2318;2283;3707
2601;GeForce GTX 4539;4124;3950;1116;2270;3246
2602;GeForce GTX 4540;4125;6533;1147;735;1277
2603;GeForce GTX 4541;4126;6141;1700;3546;18753
2604;GeForce GTX 4542;4127;6961;1734;3461;15356
2605;GeForce GTX 4543;4128;6855;531;1433;7108
2606;GeForce GTX 4544;4129;6435;1221;2405;6919
2607;GeForce GTX 4545;4130;4630;298;455;7055
2608;GeForce GTX 4546;4131;5038;353;1645;15870
2609;GeForce GTX 4547;4132;4082;2253;2082;5808
2610;GeForce GTX 4548;4133;1807;1129;4272;8689
2611;GeForce GTX 4549;4134;4239;1374;773;14379
2612;GeForce GTX 4550;4135;8391;2584;1755;8502
2613;GeForce GTX 4551;4136;1162;127;4180;12287
2614;GeForce GTX 4552;4137;365;389;3655;7830
2615;GeForce GTX 4553;4138;3591;2782;2106;5854
2616;GeForce GTX 4554;4139;976;356;3082;820
2617;GeForce GTX 4555;4140;8594;901;4359;2983
2618;GeForce GTX 4556;4141;5018;1523;2931;2189
2619;GeForce GTX 4557;4142;4746;2147;2660;15650
2620;GeForce GTX 4558;4143;4366;2726;2778;6885
2621;GeForce GTX 4559;4144;2125;2012;758;5948
2622;GeForce GTX 4560;4145;2485;706;976;15824
2623;GeForce GTX 4561;4146;4108;807;1235;3333
2624;GeForce GTX 4562;4147;3418;615;3148;11711
2625;GeForce GTX 4563;4148;1612;1985;3149;11994
2626;GeForce GTX 4564;4149;7760;2796;383;4563
2627;GeForce GTX 4565;4150;2534;2585;1018;18302
2628;GeForce GTX 4566;4151;6987;2942;2190;11757
2629;GeForce GTX 4567;4152;2577;198;2904;10045
2630;GeForce GTX 4568;4153;2389;144;1283;4612
2631;GeForce GTX 4569;4154;3748;726;3838;18009
2632;GeForce GTX 4570;4155;3174;2451;4704;1279
2633;GeForce GTX 4571;4156;4925;1239;4571;558
2634;GeForce GTX 4572;4157;8743;2351;2278;2752
2635;GeForce GTX 4573;4158;4695;192;1093;19785
2636;GeForce GTX 4574;4159;6774;383;4992;13064
2637;GeForce GTX 4575;4160;8079;284;4544;3068
2638;GeForce GTX 4576;4161;6195;426;1633;19830
2639;GeForce GTX 4577;4162;2236;369;1155;15139
2640;GeForce GTX 4578;4163;2884;1416;3115;12877
2641;GeForce GTX 4579;4164;8649;1459;1135;7681
2642;GeForce GTX 4580;4165;2456;1554;3216;15248
2643;GeForce GTX 4581;4166;3401;973;2892;12019
2644;GeForce GTX 4582;4167;1275;1555;429;11707
2645;GeForce GTX 4583;4168;5445;183;4173;7750
2646;GeForce GTX 4584;4169;3019;2470;2922;8605
2647;GeForce GTX 4585;4170;4212;1776;4203;15484
2648;GeForce GTX 4586;4171;2544;1811;3440;13372
2649;GeForce GTX 4587;4172;2776;1823;812;15158
2650;GeForce GTX 4588;4173;841;1910;1684;13693
2651;GeForce GTX 4589;4174;6000;2643;4772;9027
2652;GeForce GTX 4590;4175;9276;2559;1966;9935
2653;GeForce GTX 4591;4176;2001;922;4913;15881
2654;GeForce GTX 4592;4177;3070;1947;3160;9586
2655;GeForce GTX 4593;4178;7549;1357;3108;9331
2656;GeForce GTX 4594;4179;6910;474;812;13095
2657;GeForce GTX 4595;4180;6711;2084;2472;4024
2658;GeForce GTX 4596;4181;6655;550;4510;5534
2659;GeForce GTX 4597;4182;9075;2983;597;12395
2660;GeForce GTX 4598;4183;6930;1809;4549;12813
2661;GeForce GTX 4599;4184;2734;2497;4854;11286
2662;GeForce GTX 4600;4185;6386;440;2326;7085
2663;GeForce GTX 4601;4186;2445;2859;1339;9335
2664;GeForce GTX 4602;4187;4172;1719;725;14726
2665;GeForce GTX 4603;4188;9287;964;4599;1251
2666;GeForce GTX 4604;4189;589;2336;4090;8922
2667;GeForce GTX 4605;4190;1243;781;1815;15859
2668;GeForce GTX 4606;4191;8251;271;3462;11473
2669;GeForce GTX 4607;4192;4320;2622;4507;11365
2670;GeForce GTX 4608;4193;3819;469;676;16209
2671;GeForce GTX 4609;4194;6003;133;2013;7316
2672;GeForce GTX 4610;4195;5021;1883;2003;11262
2673;GeForce GTX 4611;4196;9469;1458;2932;15779
2674;GeForce GTX 4612;4197;9864;985;1885;8067
2675;GeForce GTX 4613;4198;8282;2124;2668;1182
2676;GeForce GTX 4614;4199;7846;2511;1359;2707
2677;GeForce GTX 4615;4200;8430;437;4702;9952
2678;GeForce GTX 4616;4201;1315;591;1573;15863
2679;GeForce GTX 4617;4202;9478;484;4389;11492
2680;GeForce GTX 4618;4203;1509;279;1760;1895
2681;GeForce GTX 4619;4204;917;233;3040;2612
2682;GeForce GTX 4620;4205;4976;1391;2483;15973
2683;GeForce GTX 4621;4206;2073;651;4757;7926
2684;GeForce GTX 4622;4207;815;1899;3133;6002
2685;GeForce GTX 4623;4208;3773;528;4511;11080
2686;GeForce GTX 4624;4209;5687;1916;3562;10034
2687;GeForce GTX 4625;4210;9661;1643;4383;17651
2688;GeForce GTX 4626;4211;6639;370;3991;15143
2689;GeForce GTX 4627;4212;5626;786;3228;5868
2690;GeForce GTX 4628;4213;7002;1503;513;17940
2691;GeForce GTX 4629;4214;9790;2937;591;947
2692;GeForce GTX 4630;4215;1709;2135;4010;14968
2693;GeForce GTX 4631;4216;4488;370;4031;13417
2694;GeForce GTX 4632;4217;6505;683;2422;3523
2695;GeForce GTX 4633;4218;9059;2761;3778;11262
2696;GeForce GTX 4634;4219;4746;2885;4606;16666
2697;GeForce GTX 4635;4220;4912;1875;802;1850
2698;GeForce GTX 4636;4221;9447;2429;4860;16213
2699;GeForce GTX 4637;4222;5866;1317;4131;13829
2700;GeForce GTX 4638;4223;9169;1727;1818;2878
2701;GeForce GTX 4639;4224;1210;2733;4491;4184
2702;GeForce GTX 4640;4225;1108;1018;3236;9502
2703;GeForce GTX 4641;4226;1640;2308;1913;1172
2704;GeForce GTX 4642;4227;1328;951;1034;3594
2705;GeForce GTX 4643;4228;3269;2965;4441;11957
2706;GeForce GTX 4644;4229;6440;723;1096;6167
2707;GeForce GTX 4645;4230;4691;2277;2581;7629
2708;GeForce GTX 4646;4231;2446;295;1303;5099
2709;GeForce GTX 4647;4232;8521;1139;3733;15212
2710;GeForce GTX 4648;4233;3905;1055;2603;9597
2711;GeForce GTX 4649;4234;6020;2439;2454;1758
2712;GeForce GTX 4650;4235;9746;447;1926;7811
2713;GeForce GTX 4651;4236;3699;799;4185;10407
2714;GeForce GTX 4652;4237;1374;1047;1731;6999
2715;GeForce GTX 4653;4238;3256;2808;1631;12283
2716;GeForce GTX 4654;4239;7975;2446;1039;5100
2717;GeForce GTX 4655;4240;2218;1143;2124;12455
2718;GeForce GTX 4656;4241;4924;1902;1047;10116
2719;GeForce GTX 4657;4242;5386;1068;466;17557
2720;GeForce GTX 4658;4243;7673;1536;3734;17626
2721;GeForce GTX 4659;4244;2859;317;3704;17591
2722;GeForce GTX 4660;4245;410;2740;4787;17778
2723;GeForce GTX 4661;4246;5560;1780;1445;15356
2724;GeForce GTX 4662;4247;5182;983;1583;16612
2725;GeForce GTX 4663;4248;5726;1272;4673;6264
2726;GeForce GTX 4664;4249;7849;345;3679;11654
2727;GeForce GTX 4665;4250;8462;1452;476;5232
2728;GeForce GTX 4666;4251;6699;2946;393;12753
2729;GeForce GTX 4667;4252;3291;611;522;12099
2730;GeForce GTX 4668;4253;930;1608;3376;17236
2731;GeForce GTX 4669;4254;3330;1439;1373;4552
2732;GeForce GTX 4670;4255;6696;783;2016;7626
2733;GeForce GTX 4671;4256;2517;1213;2979;2514
2734;GeForce GTX 4672;4257;2573;2400;1182;2769
2735;GeForce GTX 4673;4258;6225;2786;1093;17072
2736;GeForce GTX 4674;4259;6993;474;2035;17329
2737;GeForce GTX 4675;4260;3508;295;4807;17229
2738;GeForce GTX 4676;4261;1747;510;4652;17021
2739;GeForce GTX 4677;4262;6888;475;2966;18344
2740;GeForce GTX 4678;4263;4433;765;4315;16686
2741;GeForce GTX 4679;4264;7348;1259;3025;19517
2742;GeForce GTX 4680;4265;8374;2391;3910;3973
2743;GeForce GTX 4681;4266;7441;339;1372;13859
2744;GeForce GTX 4682;4267;1848;2103;1322;9503
2745;GeForce GTX 4683;4268;599;1568;2859;14377
2746;GeForce GTX 4684;4269;1288;995;4711;18426
2747;GeForce GTX 4685;4270;3190;2673;3879;16929
2748;GeForce GTX 4686;4271;6577;1200;4876;15108
2749;GeForce GTX 4687;4272;6172;958;2194;2019
2750;GeForce GTX 4688;4273;2681;1059;2806;17473
2751;GeForce GTX 4689;4274;4774;944;4999;16122
2752;GeForce GTX 4690;4275;9138;1102;3731;5665
2753;GeForce GTX 4691;4276;2074;1676;3455;4117
2754;GeForce GTX 4692;4277;2598;2916;4920;9248
2755;GeForce GTX 4693;4278;4053;2570;4887;16554
2756;GeForce GTX 4694;4279;6901;1921;1967;15781
2757;GeForce GTX 4695;4280;1318;911;1197;11656
2758;GeForce GTX 4696;4281;7289;1080;3404;7021
2759;GeForce GTX 4697;4282;6823;1435;3928;1095
2760;GeForce GTX 4698;4283;8547;2855;4154;5050
2761;GeForce GTX 4699;4284;2991;2254;3296;10204
2762;GeForce GTX 4700;4285;5253;2473;1589;16589
2763;GeForce GTX 4701;4286;9628;354;2391;3345
2764;GeForce GTX 4702;4287;6207;1146;773;4592
2765;GeForce GTX 4703;4288;1940;1373;1561;7617
2766;GeForce GTX 4704;4289;5987;257;513;14858
2767;GeForce GTX 4705;4290;6021;769;2990;5154
2768;GeForce GTX 4706;4291;9689;2267;2805;10041
2769;GeForce GTX 4707;4292;2782;653;2653;12437
2770;GeForce GTX 4708;4293;1556;2752;4767;4827
2771;GeForce GTX 4709;4294;5134;2777;2129;797
2772;GeForce GTX 4710;4295;6038;1013;1367;9038
2773;GeForce GTX 4711;4296;9386;887;2326;4311
2774;GeForce GTX 4712;4297;8084;1310;1940;11621
2775;GeForce GTX 4713;4298;4575;1787;3859;3887
2776;GeForce GTX 4714;4299;3831;947;3836;9656
2777;GeForce GTX 4715;4300;2510;900;847;8199
2778;GeForce GTX 4716;4301;2176;261;3270;18760
2779;GeForce GTX 4717;4302;7546;2558;2772;1198
2780;GeForce GTX 4718;4303;2187;323;361;5395
2781;GeForce GTX 4719;4304;6269;2461;2212;16396
2782;GeForce GTX 4720;4305;8052;736;1432;5876
2783;GeForce GTX 4721;4306;2116;1307;4891;9546
2784;GeForce GTX 4722;4307;9327;1201;2409;18526
2785;GeForce GTX 4723;4308;1170;234;1811;1409
2786;GeForce GTX 4724;4309;2099;2313;1918;9276
2787;GeForce GTX 4725;4310;3087;182;3291;17714
2788;GeForce GTX 4726;4311;1034;2898;1352;3389
2789;GeForce GTX 4727;4312;7388;1886;573;13482
2790;GeForce GTX 4728;4313;2562;1192;2382;5465
2791;GeForce GTX 4729;4314;8145;2417;2936;4062
2792;GeForce GTX 4730;4315;3005;367;2969;8428
2793;GeForce GTX 4731;4316;5657;2932;3005;2950
2794;GeForce GTX 4732;4317;9667;2363;4587;11172
2795;GeForce GTX 4733;4318;6807;831;4464;18611
2796;GeForce GTX 4734;4319;4025;751;3757;9412
2797;GeForce GTX 4735;4320;2873;2227;4224;2432
2798;GeForce GTX 4736;4321;8173;318;2685;17852
2799;GeForce GTX 4737;4322;2309;2178;4281;13344
2800;GeForce GTX 4738;4323;4127;320;300;10985
2801;GeForce GTX 4739;4324;611;728;330;17270
2802;GeForce GTX 4740;4325;9090;2103;1871;18126
2803;GeForce GTX 4741;4326;6788;2236;4022;15666
2804;GeForce GTX 4742;4327;6530;2852;1430;14899
2805;GeForce GTX 4743;4328;8286;2524;3373;18432
2806;GeForce GTX 4744;4329;7593;2026;2234;3711
2807;GeForce GTX 4745;4330;7601;2861;4462;4200
2808;GeForce GTX 4746;4331;5300;1446;320;9303
2809;GeForce GTX 4747;4332;1165;682;510;806
2810;GeForce GTX 4748;4333;2424;209;2447;11465
2811;GeForce GTX 4749;4334;3545;775;4709;15838
2812;GeForce GTX 4750;4335;3072;1374;1035;18547
2813;GeForce GTX 4751;4336;834;2966;792;8570
2814;GeForce GTX 4752;4337;9041;1993;1131;1841
2815;GeForce GTX 4753;4338;7854;2160;3462;14948
2816;GeForce GTX 4754;4339;9692;1875;3564;17382
2817;GeForce GTX 4755;4340;7233;2231;3097;15856
2818;GeForce GTX 4756;4341;1392;588;2060;19188
2819;GeForce GTX 4757;4342;1303;2011;4654;8649
2820;GeForce GTX 4758;4343;9590;2933;4151;5786
2821;GeForce GTX 4759;4344;7651;1299;4305;18195
2822;GeForce GTX 4760;4345;2862;198;1350;16598
2823;GeForce GTX 4761;4346;6876;649;1951;1002
2824;GeForce GTX 4762;4347;3291;2930;4490;5550
2825;GeForce GTX 4763;4348;2371;2415;1790;6076
2826;GeForce GTX 4764;4349;6786;1608;4782;2021
2827;GeForce GTX 4765;4350;6398;576;2684;4178
2828;GeForce GTX 4766;4351;7546;497;494;2659
2829;GeForce GTX 4767;4352;3626;715;856;12241
2830;GeForce GTX 4768;4353;7014;1917;2724;528
2831;GeForce GTX 4769;4354;2630;361;4117;10645
2832;GeForce GTX 4770;4355;9433;2436;4899;4997
2833;GeForce GTX 4771;4356;6030;1401;2603;10056
2834;GeForce GTX 4772;4357;6879;1832;4634;5747
2835;GeForce GTX 4773;4358;5051;575;4140;11994
2836;GeForce GTX 4774;4359;2402;2414;1523;8448
2837;GeForce GTX 4775;4360;8053;1299;2391;964
2838;GeForce GTX 4776;4361;8792;2257;1216;2899
2839;GeForce GTX 4777;4362;3112;1780;3928;18616
2840;GeForce GTX 4778;4363;4370;1830;1795;5729
2841;GeForce GTX 4779;4364;1595;1974;901;2090
2842;GeForce GTX 4780;4365;749;2064;2365;18067
2843;GeForce GTX 4781;4366;2430;807;1150;774
2844;GeForce GTX 4782;4367;1665;1169;4583;14123
2845;GeForce GTX 4783;4368;5909;379;3213;11329
2846;GeForce GTX 4784;4369;4480;2373;1477;13366
2847;GeForce GTX 4785;4370;4750;2775;3157;5224
2848;GeForce GTX 4786;4371;3858;719;842;16961
2849;GeForce GTX 4787;4372;4094;1072;504;16174
2850;GeForce GTX 4788;4373;6549;401;1598;11200
2851;GeForce GTX 4789;4374;2700;388;2839;12795
2852;GeForce GTX 4790;4375;7256;2171;1850;11302
2853;GeForce GTX 4791;4376;3762;1700;858;19783
2854;GeForce GTX 4792;4377;2064;1987;4639;12311
2855;GeForce GTX 4793;4378;6522;539;2760;13458
2856;GeForce GTX 4794;4379;4834;2371;1764;12731
2857;GeForce GTX 4795;4380;6689;277;2399;11823
2858;GeForce GTX 4796;4381;3661;1443;4342;3183
2859;GeForce GTX 4797;4382;2029;1267;1193;5020
2860;GeForce GTX 4798;4383;8973;1670;1739;5908
2861;GeForce GTX 4799;4384;3827;1112;2889;14767
2862;GeForce GTX 4800;4385;6743;271;4054;9844
2863;GeForce GTX 4801;4386;9469;2357;3141;9643
2864;GeForce GTX 4802;4387;7752;624;367;9753
2865;GeForce GTX 4803;4388;8674;1682;4410;10842
2866;GeForce GTX 4804;4389;2039;398;3962;11110
2867;GeForce GTX 4805;4390;2240;588;1969;8164
2868;GeForce GTX 4806;4391;7589;2176;2836;6969
2869;GeForce GTX 4807;4392;460;1796;1538;16291
2870;GeForce GTX 4808;4393;3000;1644;682;3812
2871;GeForce GTX 4809;4394;7568;2118;1387;12014
2872;GeForce GTX 4810;4395;5457;1632;3280;8302
2873;GeForce GTX 4811;4396;3646;1276;1169;14996
2874;GeForce GTX 4812;4397;9027;2112;2310;1045
2875;GeForce GTX 4813;4398;9470;430;3499;19228
2876;GeForce GTX 4814;4399;4210;1887;2208;16238
2877;GeForce GTX 4815;4400;7097;1137;3540;4602
2878;GeForce GTX 4816;4401;8548;2995;3772;4461
2879;GeForce GTX 4817;4402;8711;1442;2855;12377
2880;GeForce GTX 4818;4403;4736;882;2997;8383
2881;GeForce GTX 4819;4404;2734;1041;346;18640
2882;GeForce GTX 4820;4405;9410;760;3055;12971
2883;GeForce GTX 4821;4406;690;1545;1856;18998
2884;GeForce GTX 4822;4407;8514;2937;2836;17483
2885;GeForce GTX 4823;4408;2131;2992;2368;16436
2886;GeForce GTX 4824;4409;4041;2713;4315;10131
2887;GeForce GTX 4825;4410;4213;525;498;16314
2888;GeForce GTX 4826;4411;4752;2987;1470;18084
2889;GeForce GTX 4827;4412;9611;1083;2640;9580
2890;GeForce GTX 4828;4413;7373;1295;4294;15768
2891;GeForce GTX 4829;4414;1685;284;1407;6125
2892;GeForce GTX 4830;4415;1766;1304;438;14515
2893;GeForce GTX 4831;4416;9227;1812;3462;14785
2894;GeForce GTX 4832;4417;9192;157;2900;6744
2895;GeForce GTX 4833;4418;5107;836;1470;16729
2896;GeForce GTX 4834;4419;4872;525;4698;9148
2897;GeForce GTX 4835;4420;8089;892;708;7544
2898;GeForce GTX 4836;4421;8569;1958;1016;15975
2899;GeForce GTX 4837;4422;4524;2392;2313;1459
2900;GeForce GTX 4838;4423;8821;2548;4662;9447
2901;GeForce GTX 4839;4424;9966;2730;2073;16705
2902;GeForce GTX 4840;4425;6045;738;1236;7279
2903;GeForce GTX 4841;4426;1724;1989;2090;9082
2904;GeForce GTX 4842;4427;3372;2841;4589;11544
2905;GeForce GTX 4843;4428;2199;282;4636;16992
2906;GeForce GTX 4844;4429;2395;1483;1139;15291
2907;GeForce GTX 4845;4430;3933;577;1862;2524
2908;GeForce GTX 4846;4431;2734;2894;2862;12481
2909;GeForce GTX 4847;4432;1745;2561;3422;4452
2910;GeForce GTX 4848;4433;8552;2628;2415;7776
2911;GeForce GTX 4849;4434;8520;2466;1486;5979
2912;GeForce GTX 4850;4435;3090;2277;752;8017
2913;GeForce GTX 4851;4436;8145;2077;4627;3216
2914;GeForce GTX 4852;4437;859;803;1885;12554
2915;GeForce GTX 4853;4438;7746;2987;3737;8526
2916;GeForce GTX 4854;4439;5751;528;1706;12419
2917;GeForce GTX 4855;4440;8198;1672;4014;11766
2918;GeForce GTX 4856;4441;8434;1718;4404;2311
2919;GeForce GTX 4857;4442;8676;1751;872;13394
2920;GeForce GTX 4858;4443;4150;996;1399;15110
2921;GeForce GTX 4859;4444;8688;1493;3626;3825
2922;GeForce GTX 4860;4445;9890;228;1952;16367
2923;GeForce GTX 4861;4446;5072;234;1154;12703
2924;GeForce GTX 4862;4447;8143;2055;2516;17311
2925;GeForce GTX 4863;4448;8511;1448;3792;5576
2926;GeForce GTX 4864;4449;8425;2748;644;14654
2927;GeForce GTX 4865;4450;8916;2546;2384;17414
2928;GeForce GTX 4866;4451;6738;1295;3558;4576
2929;GeForce GTX 4867;4452;353;2798;4324;19603
2930;GeForce GTX 4868;4453;7785;2303;4571;19240
2931;GeForce GTX 4869;4454;8568;566;3802;6206
2932;GeForce GTX 4870;4455;3482;1878;3404;818
2933;GeForce GTX 4871;4456;6569;1795;2481;3825
2934;GeForce GTX 4872;4457;838;1153;2289;10799
2935;GeForce GTX 4873;4458;7480;1163;4799;8796
2936;GeForce GTX 4874;4459;4797;1145;4799;4387
2937;GeForce GTX 4875;4460;7446;588;2836;12340
2938;GeForce GTX 4876;4461;8852;339;1992;16639
2939;GeForce GTX 4877;4462;6932;2552;4886;8444
2940;GeForce GTX 4878;4463;9095;2513;1055;1862
2941;GeForce GTX 4879;4464;8307;2987;2589;11978
2942;GeForce GTX 4880;4465;1440;2607;1707;4195
2943;GeForce GTX 4881;4466;3061;2377;3273;13265
2944;GeForce GTX 4882;4467;5247;2830;3765;11720
2945;GeForce GTX 4883;4468;683;426;2123;11558
2946;GeForce GTX 4884;4469;8022;1192;3081;11741
2947;GeForce GTX 4885;4470;3871;1725;1610;8681
2948;GeForce GTX 4886;4471;2059;2619;3953;726
2949;GeForce GTX 4887;4472;6324;498;1243;3936
2950;GeForce GTX 4888;4473;8545;1969;1094;12101
2951;GeForce GTX 4889;4474;7718;764;1605;12776
2952;GeForce GTX 4890;4475;577;384;2802;17700
2953;GeForce GTX 4891;4476;4803;818;1308;3336
2954;GeForce GTX 4892;4477;2204;1442;414;10720
2955;GeForce GTX 4893;4478;6626;542;4499;6009
2956;GeForce GTX 4894;4479;8067;2246;4564;15559
2957;GeForce GTX 4895;4480;5953;1384;4447;8278
2958;GeForce GTX 4896;4481;7860;1020;4822;10158
2959;GeForce GTX 4897;4482;8056;1371;549;12433
2960;GeForce GTX 4898;4483;7663;352;3347;18749
2961;GeForce GTX 4899;4484;3896;2643;488;12144
2962;GeForce GTX 4900;4485;1911;182;3212;16773
2963;GeForce GTX 4901;4486;3474;1914;1055;6847
2964;GeForce GTX 4902;4487;9586;666;1222;11394
2965;GeForce GTX 4903;4488;9529;1850;3942;7831
2966;GeForce GTX 4904;4489;9072;2407;719;11217
2967;GeForce GTX 4905;4490;6747;2742;1681;17997
2968;GeForce GTX 4906;4491;5097;2380;3170;670
2969;GeForce GTX 4907;4492;1259;2480;1215;617
2970;GeForce GTX 4908;4493;603;2564;1578;16663
2971;GeForce GTX 4909;4494;5459;190;1917;3053
2972;GeForce GTX 4910;4495;957;581;1034;3990
2973;GeForce GTX 4911;4496;8568;177;1404;15839
2974;GeForce GTX 4912;4497;9051;1309;1198;12551
2975;GeForce GTX 4913;4498;6217;127;4318;1996
2976;GeForce GTX 4914;4499;9032;1873;4432;4133
2977;GeForce GTX 4915;4500;1205;484;800;3612
2978;GeForce GTX 4916;4501;7195;2117;3054;10193
2979;GeForce GTX 4917;4502;7622;757;4023;4022
2980;GeForce GTX 4918;4503;9872;1852;1653;12220
2981;GeForce GTX 4919;4504;3621;493;2416;18609
